"cve_mun","NOM_MUN"," Agencias de cobranza y comunicaciones"," Asociaciones y organizaciones civiles"," Comunicaciones y transportes paqueteria"," Consultorio y otros servicios medicos"," Cultura esparcimiento y deporte"," Educacion y otros sdervicios educacion"," Hospedaje","Alimentos y bebidas","Alquileres diversos","Banca y seguros","Comercio minorista diverso","Explotacion de animales","Fabricación de material de construcción","Industria alimentaria y de bebidas","Industria del papel","Manufactura metal y herreria","Minería No Metálicos","Organismos operadores de agua","Servicios de publicidad","Tortillerías y panificadoras","Comunicaciones y transportes paqueteria","Construccion","Fabricación de carrocerías, y equipo de transporte etc","Fabricación de muebles","Fabricas diversas","Maquiladoras y textileras","Fabricación de equipo electrónico y eléctrico","Fertilizantes y agricultura","Generación, transmision, distribucion energía eléctrica","Industria Química","Petroquimica","Turismo","Fabricación de maquinaria","Minería Metálicos"
"042","MOLANGO DE ESCAMILLA",2.61129570272506,26.0423382612881,0.273186610217853,9.84835018204211,2.03442295525382,8.30953832216269,3.39177120894606,3.96352023154257,4.23020917259336,0.44296552940077,4.80277254336235,NA,0.115990965167561,1.46784433100866,NA,1.5281191790007,NA,0.951582948593821,0.698661325672173,8.2640839980265,3.0244718065888,NA,NA,5.0848408799581,NA,0.0126323653859646,NA,NA,326.318436289632,NA,NA,NA,NA,NA
"043","NICOLÁS FLORES",16.3889976402751,29.7992781410612,0.259302567984369,4.98362614473607,0.695170215873589,0.291112894057162,10.4308324170498,2.30054888251759,NA,NA,1.33197468491897,29.9753253368793,NA,NA,NA,0.362614063501374,195.23400738916,0.79384664300735,1.49209553296114,7.63901694697804,NA,NA,NA,1.20660406536175,1.78554922784324,0.107913206416552,NA,NA,NA,NA,NA,NA,NA,NA
"044","NOPALA DE VILLAGRÁN",1.78972437994634,6.88484393726833,NA,19.5921328852181,11.6726184192194,7.15282700202223,4.55630429381529,5.19062752622974,NA,3.71908513886768,4.02440074410686,NA,29.1028511271683,23.0182017741057,NA,0.158393879651306,NA,130.507005622826,0.651764021488931,1.63503595101236,NA,NA,NA,0.527058154530075,13.7582805750045,0.188550783330169,NA,NA,NA,NA,NA,NA,NA,NA
"045","OMITLÁN DE JUÁREZ",1.1036292619438,50.3189551564486,NA,2.39944516469636,43.8333662254262,2.76886970086592,0.702408538616085,2.66223626407206,0.876042297642167,NA,2.7034072491703,NA,0.600519900348262,4.27470125097478,3.94655740420674,0.879058866321664,NA,129.400999957068,0.904294634206508,7.82415601585115,NA,NA,NA,0.731270590799903,1.08214423954868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"046","SAN FELIPE ORIZATLÁN",3.78422727585246,4.06620769255183,0.918058394333473,7.18542858428233,6.02441296478512,4.72098961549205,1.02584077045121,5.12531703707335,0.299553486799742,4.64328870647558,4.83832867707721,1.8225974313827,4.60056198799306,38.5171375135469,NA,3.33983300955536,NA,0.322444750758626,0.309214077333859,18.806096871503,2.37968551757812,9.22773115312676,NA,106.799269233329,0.370027886837801,2.70596761391637,NA,NA,NA,NA,NA,NA,NA,NA
"047","PACULA",4.11845149806571,56.0084879556055,864.755512258069,0.133166159020613,NA,0.219139838093526,NA,0.688002712578522,NA,NA,0.610021400374395,NA,NA,7.08980024278275,NA,3.28041438346237,NA,18.3848733205445,3.37458757153743,4.31918249846862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"048","PACHUCA DE SOTO",4.08506908819638,5.56802521514802,3.89038963239223,6.26425636124306,7.13391826659862,6.37946983695231,3.37020523151395,6.12255226939912,7.91574336565508,14.0121266120526,3.63771108189994,NA,0.0873450549026953,0.932686298986186,4.293414490576,1.71268450765969,0.00899892902854611,0.669115898345675,21.9630742831533,1.21235193286021,32.1139393051268,32.7433013967558,1.86845411767863,1.12196138203029,0.0995761394624832,1.69210219899005,2.48534842082627,NA,8.50734522714873,0.104126956049107,0.0040811215038201,93.0716454705425,0.37077217527085,1.04281485938417
"049","PISAFLORES",2.09200774492763,12.742734562796,0.0476628717063563,1.88578010954865,0.127780488526671,1.29690472503956,3.40855125277135,2.9391075512191,1.06278430106791,2.78223127600543,2.50708648021905,NA,0.182132507838591,3.60133341981989,NA,1.06644389814934,NA,719.091614326626,0.274264765343324,2.75211724886485,18.9964669825917,NA,NA,5.54470162161795,NA,0.0198357206904473,NA,NA,NA,NA,NA,NA,NA,NA
"050","PROGRESO DE OBREGÓN",2.94569875348718,0.418051406174351,13.108312267871,1.79523182960383,1.34263486021174,2.40291520353766,0.111528841974574,2.42415060060445,7.3719986115183,2.97853460491445,3.70721950041532,0.101409159638154,100.09556488465,0.591257594426101,1.60418998256784,2.50926819755521,94.9274068114917,9.44619532138126,0.297736685007922,4.862841745387,0.0994512357684681,0.00169134286180373,NA,1.04500418076349,0.0274917600800491,0.0701991780523031,NA,NA,34.0968529105785,NA,NA,NA,231.133040931646,NA
"051","MINERAL DE LA REFORMA",3.31764177942716,1.40157743165085,0.644918596899337,1.25828120633152,3.13194075238669,4.56079202848081,0.95065072919047,5.17934799182794,8.19692524866466,12.4155043954729,5.51869214864313,NA,8.38698239963814,9.25980774257128,1.07143561351736,1.33639342856025,NA,1.33607067136568,8.76209783967448,2.12133363019631,7.98690844214349,6.99483085330386,10.4688152613152,3.55690910685771,46.6033631682855,2.25408750160152,22.9895268458442,NA,NA,6.37994220383289,NA,31.4995566679954,28.4754137279187,NA
"052","SAN AGUSTÍN TLAXIACA",4.27116990918271,1.10903741687577,0.460966506256261,1.62980114003121,1.10582486317979,11.0986272923373,0.0376249188677338,4.13001678046332,1.17314278519559,3.71607390073701,10.208459580194,NA,2.72263139657695,0.407069938259668,0.211399625683212,3.40205711075515,0.673940315667111,6.76341062151977,0.193756256503273,14.0240117902043,0.838761662641831,1.26042134706261,NA,2.50693960671176,0.0579656809076156,89.4596635226681,NA,NA,NA,40.7898124334269,NA,NA,NA,NA
"053","SAN BARTOLO TUTOTEPEC",4.83899583524023,28.9648825990173,0.306245463959295,26.7143610036098,0.461824034011667,2.71033711941139,3.07979509986343,3.79485902474982,0.426790366008557,0.628470984818071,1.82638938964307,91.6940707876597,0.073140334877342,0.0578485928638335,NA,0.240896237743907,NA,3.94009943085739,45.8352737310695,3.24790128624581,7.62855556694168,NA,NA,0.356260472740628,0.131799782189194,0.0318623242176725,NA,NA,2.43107713516244,NA,NA,NA,NA,NA
"054","SAN SALVADOR",12.4038459875551,2.20119769044483,0.0160204496572631,0.713006938229295,0.687193468738986,5.67893085283088,NA,9.22107220830125,10.8060010635679,0.526029683152035,5.96668566689037,0.723422186405074,1.53045996197817,3.25570857720373,0.402321261379288,5.73525183723028,1.45931032241622,4.15126206729464,0.368743611842242,9.13714906760364,NA,0.244326921227864,NA,0.298189714596922,0.110316306304194,0.117609136530697,NA,281.937398046443,NA,0.0655999628434975,NA,NA,NA,NA
"055","SANTIAGO DE ANAYA",1.66859865000959,9.49360474462087,0.0594003263563725,1.1416355099627,1.43322930487712,3.52387396847611,NA,0.9799651395786,68.6623636070936,1.95040311107648,1.4567360461823,NA,1150.68401681393,0.179527899009815,NA,1.32906627995696,NA,1.8621668130404,0.341805182654883,4.47980852732031,NA,NA,NA,NA,0.40902875618899,1.66220396884964,NA,NA,NA,0.243230326565961,NA,NA,NA,NA
"056","SANTIAGO TULANTEPEC DE LUGO GUERRERO",4.28942385697031,2.91870037323203,0.0748224605850287,2.46602469914903,4.54859988095848,4.86455794521697,0.982806542775275,3.85960681517063,13.6194893006117,0.0618993996890408,7.94441428834371,NA,0.794212554245283,8.14099717923212,0.106520130057405,6.30385813921692,2.53707967651618,4.30136182245336,0.610187387260695,2.90307420925687,0.422635570441636,6.55543329734242,2.56816760381977,5.30858857298385,3.03877650109238,25.7593590741409,126.217445749746,NA,0.538744019252865,1.16785789747944,NA,NA,NA,NA
"057","SINGUILUCAN",0.584316698278034,3.66004103834156,0.213002743558169,0.952412118038776,0.89225617521365,3.42779054347331,NA,2.82008000573412,2.89887963604168,0.0758889040858635,5.50837225656683,NA,0.31794536219865,0.25147125511004,0.522376370287888,0.465417864561173,0.185036854436281,0.0636817567501999,0.119694736527609,2.45118385679742,2.0726113939485,NA,NA,0.0967928343100117,746.66302647963,99.4815608178231,NA,NA,NA,0.872195997110731,NA,NA,NA,NA
"058","TASQUILLO",1.50777319563394,0.841754310530283,0.370862163551617,1.48243092178313,0.994252900384176,0.856116842385186,2.91491687901349,0.803186054134123,1.64236435862551,1.07487414910369,1.16840658584579,1667.39831238235,1.12582746704336,1.3777814516184,NA,0.496317647471967,NA,1.13538283034529,0.444759533544678,2.49903812418747,29.3560229302085,NA,NA,0.509723724753217,0.0301718460686148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"059","TECOZAUTLA",9.9915190752593,4.27067928572843,1.78469703328991,5.64474078116168,1.03138184545361,1.38378021341287,120.884627260396,4.03597533355212,15.9922687395391,12.310138482554,5.24305520013504,0.160614809649724,0.217468175094763,5.39395872731959,0.357294835733936,3.89962057881013,3.42222169295225,5.6606715156509,0.327475082399149,5.73802663995444,5.67049652060636,NA,NA,11.1885324921894,0.0979700809363209,0.104446722436401,NA,NA,18.5045048946191,NA,NA,NA,NA,NA
"060","TENANGO DE DORIA",9.79245832622556,24.9392186713257,0.0688594641791265,10.7331995718831,6.64584914147179,8.09160809618441,1.23109982933332,10.2241672240458,10.3794719674518,6.79302740623116,5.54680839124351,13.7125855714515,NA,0.208116616344044,1.72926647373397,0.866650464727482,NA,0.210811080286639,0.396235562580182,5.19319057214683,27.4445599034959,NA,NA,0.32042146772019,NA,0.0286570458189338,NA,NA,NA,NA,NA,NA,NA,NA
"061","TEPEAPULCO",0.774998018358982,0.270291173286708,1.16767050537248,1.91401735719641,1.45661497275037,2.28509172200904,0.391200521830153,1.67964269070016,4.66827501430179,2.58903168414384,1.55533891560722,0.119286312772494,0.0162375210958861,1.73269759773743,63.6519192674221,89.9001703480058,NA,0.126259946966602,2.01455713216008,1.25428461754921,2.40758589106606,6.36471364846644,1363.10156772495,0.926752446271802,0.283988542119033,0.48144661046123,77.5812886942179,NA,1.342092780186,24.2679516858213,NA,8.78174718643467,12.2772413865737,NA
"062","TEPEHUACÁN DE GUERRERO",16.2507469401617,34.5162689821841,0.25711520043744,4.9415863678848,NA,9.35317610221516,4.59681879827185,2.71474800213369,NA,3.75215511877167,1.5980938342058,NA,NA,NA,NA,0.35955520357288,193.587095308267,0.78715008617164,1.47950884177992,1.21193238538889,25.6188949646362,NA,NA,1.19642566028431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","TEPEJI DEL RÍO DE OCAMPO",1.45338952868023,0.590638843253487,3.96193959354592,1.67528513049695,1.7754735729334,1.29979539020361,0.605979605932646,1.92630123042318,4.48036796776439,7.43414109220871,3.38238929943304,0.0205744053089432,0.057564285765269,11.1852022539926,56.4678312990556,24.6021523740101,0.106456186434883,0.496951360769793,1.85857124656956,4.86475146060304,0.479523097871096,2.79109397311219,NA,0.239345911140273,6.74750203866227,63.9248047945946,793.95503292788,NA,NA,20.4225516249386,NA,4.42041289229301,0.37832210394824,NA
"064","TEPETITLÁN",15.3306132628864,101.795215617106,0.136438356679354,5.39817954718656,0.365780727138582,17.260865644548,NA,1.69068407568479,13.4165234726374,0.497770918969642,2.02545908990697,1.54025848852727,NA,0.412362911476973,3.42637397414551,0.763192857171127,NA,4.27726572257805,0.785102377150753,1.96953279030997,NA,NA,NA,0.63488409359104,0.939510180368544,NA,NA,NA,NA,NA,NA,NA,NA,NA
"065","TETEPANGO",8.89629332157591,5.8674424655315,0.140754898771717,5.99884493766413,38.4937840257104,10.7053037283417,0.157279879680847,4.81515529942319,4.90397751428108,0.128379762510139,8.8823670641339,NA,1.21018927350934,9.39728399813648,0.88369380433522,9.64489323690869,NA,13.5135473466913,0.809940901596995,11.2891712977432,3.50619582317148,NA,NA,5.8947310455867,2.18077594153376,NA,NA,NA,NA,1.47547676857581,NA,NA,NA,NA
"066","VILLA DE TEZONTEPEC",3.52618659505946,0.707000588088404,NA,2.55446164991431,8.63915445773108,7.18651013265891,0.0623403684384053,10.7235582380944,3.8097873721777,0.89761757056792,5.73898312266399,NA,0.0532975181595376,5.2878470717996,0.350266019155039,119.275447826633,10.5014283799701,0.753230850704296,29.586391087376,3.55160812136499,1.38973618162251,NA,0.312307917563098,0.584117475758617,71.0562923064585,5.43513525280629,NA,NA,NA,NA,NA,NA,NA,NA
"067","TEZONTEPEC DE ALDAMA",19.3304500958767,0.806877205003304,3.82161256520107,2.42320355017967,14.4743770948687,4.36603545574276,0.402515576872855,5.32585095633831,12.6942554033781,2.27010349539163,11.5318898140571,21.7803132834356,1.18689127652545,1.64330047975273,0.738474045595451,5.67741332298351,0.0163489538209431,3.92152167170952,0.380723149116508,17.7380051365278,0.732503329061793,0.921357077247418,NA,4.13923705224203,0.620123316979849,0.4553699863296,NA,NA,NA,0.00752568199258653,NA,NA,NA,NA
"068","TIANGUISTENGO",3.79458117274817,25.546815383928,0.240147607343782,5.67337630583123,5.79435517367841,23.1643584768405,9.66029556525434,3.96186852809891,1.33869979864198,3.50454221540661,2.00533893770289,NA,NA,2.90322953042415,NA,NA,NA,49.435139448414,1.38187282507192,12.3269825761745,23.9282481863455,NA,NA,4.46988368160507,1.65364877869987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"069","TIZAYUCA",1.54793888168436,0.488129023222592,7.01401824537368,0.922626657216298,0.941300527710106,1.35120896630151,0.0932725096907732,1.53526000640074,1.34330172766036,3.96099657229537,1.69966592525298,0.19003653809146,4.46340704574403,20.3508750558686,75.4648644810361,14.0886640395499,0.0336763620842428,1.12399067854343,3.99578779898251,2.06423318162615,1.38049391168852,4.25723204874611,4.93553248030628,4.31578170867447,4.4795681227337,4.61268803101745,294.614730749222,NA,3.38224628715216,145.464080778238,23.2763103744231,0.277721282116478,214.513807522567,NA
"070","TLAHUELILPAN",24.3700133629165,1.81047318520737,0.606852289692637,1.62571528310345,5.55506982142578,14.0952589522853,5.75422153123977,7.22107475758551,6.96402203623201,0.235419747814272,12.6526552245122,NA,0.483295980692897,1.75523583310036,2.88088289852213,30.9952218507295,NA,0.387200327351906,1.11558801490797,11.5664859697404,2.8575903600012,0.0485983408853687,0.16054271781613,5.63834974169452,7.83814766305815,NA,NA,NA,NA,NA,NA,NA,NA,NA
"071","TLAHUILTEPA",14.0849612990196,83.2559078481448,NA,8.03367311124752,NA,7.35793990469529,35.8576830958013,9.41178167069858,NA,NA,2.83962082441155,NA,NA,NA,NA,NA,NA,6.14019816256115,11.5409724668558,9.45373078989994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"072","TLANALAPA",3.35016855323174,3.83967717184725,0.195399541467456,3.20571105376446,25.6687050247581,2.72061289609137,0.0852890396707476,2.12810021319371,6.80782669746615,0.0696172115585729,3.42363689897071,NA,NA,8.58393385236324,NA,3.22884189559829,26.0999665165309,3.92808686541502,9.29370858795602,1.62462107260388,1.9013244113786,29.4911413688556,28.729929415863,1.42069722675449,0.13139795133781,107.226867503236,NA,NA,NA,NA,NA,NA,NA,NA
"073","TLANCHINOL",4.96617366581152,9.5596769410929,249.939292253416,42.4259405264898,0.250690449178542,3.82790086919066,0.940384816634534,3.1988967992765,0.130316195417721,0.767589469629941,3.98407566689453,1.05562722060441,NA,2.54354295482635,NA,2.64798976960407,NA,4.81228076630547,9.49165278131041,7.9612625770181,9.31721441900198,NA,NA,1.74048949865364,NA,0.00972884394754531,NA,NA,NA,NA,NA,NA,NA,NA
"074","TLAXCOAPAN",11.1508586070663,0.985370997915307,0.597308066880905,4.36643213407346,3.19737642881615,4.69610797098413,0.126168911867441,3.60773769366648,7.16960445563554,9.29443442769159,7.43617394833213,NA,1.1746753593887,5.12423736694972,3.75004665974842,2.40165017345134,NA,0.677530069191366,0.253800547804668,10.2453690163253,4.75337482750705,0.253041935165061,NA,3.02637790733648,342.067377061669,0.0359771364404998,NA,NA,23.3137499532562,0.00722423102489696,NA,NA,NA,NA
"075","TOLCAYUCA",1.42301773895895,0.433015380224398,1.38901473752044,0.847166664953705,0.690318619419551,1.85186841129919,0.11975992120283,5.96464136519272,8.62728170909933,0.391016327668886,3.59747393396937,NA,0.0255970037352249,0.323925374439983,777.853799744185,3.82227943826832,NA,1.73575057960179,0.154181289353468,3.75133201697217,0.667443503194393,0.0113510485421543,57.620534531444,374.421642589834,0.0461261152639832,2.6103124905571,NA,NA,NA,0.0274290496917874,NA,NA,NA,NA
"076","TULA DE ALLENDE",1.63936807889049,1.10427852485942,75.288676509436,8.37929020307602,7.90496844320394,4.02997014664367,3.82326436924038,3.36304201397013,2.30549760827844,14.217160105683,4.27777973478468,0.0521340105125297,9.5143133339391,0.641695509178196,27.6440706020349,0.548930947803136,3.85168090507684,1.27269778485775,54.6905123060789,1.85514857377777,1.41903766922455,54.0057111766385,0.0061514792217517,0.563758167318305,0.305118642252084,0.0852097642886777,NA,NA,13.5418437886879,0.000281232295206561,NA,6.82321292724629,0.0570279613954637,NA
"077","TULANCINGO DE BRAVO",4.38950687806132,0.663985841680377,12.1775753397017,9.58040098312113,6.18695817488371,6.44942186513129,1.56866301139523,7.46826961663448,5.81357796366435,15.7706445017071,8.32655401316724,0.194260482289002,0.39176028890888,4.36499490804714,2.92610865805695,1.30551060285801,0.00398214389197772,0.955172039953534,5.41911195595984,1.74005367532055,7.92965087042291,1.68998193154861,0.115873748716194,3.54732270796042,1.5010060148284,6.24807929349097,0.0880480438120721,NA,13.7189961179327,0.0179964167704737,NA,19.7657846472569,23.3941303175243,NA
"078","XOCHIATIPAN",1.0147830055401,4.151538356522,NA,0.315323610584613,1.70841371205776,2.85122206949196,NA,1.05952058197432,0.201379409380603,NA,0.652381783818288,NA,NA,15.7222876660953,NA,0.202072840303594,1629.08262696339,0.110596128269967,0.207873889003632,6.75836846905929,14.3980196072844,NA,NA,2.68960236406924,NA,0.0150341163800298,NA,NA,NA,NA,NA,NA,NA,NA
"079","XOCHICOATLÁN",0.0719330441621817,1.68651656748082,0.0409718303345518,1.16703637864725,NA,1.29584025311508,0.183128107129647,0.147204376876352,0.228396949799043,0.149478388144382,0.191946970417207,NA,NA,NA,NA,NA,NA,0.125433967822915,0.235762744251387,0.193123891495416,4.08242303863778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.97984946036
"080","YAHUALICA",2.2382479899475,21.6802144591297,0.318716933083008,0.680614607795993,0.0949395059113761,12.1222228036599,NA,0.50892991221132,3.48229968130057,0.516791854767404,2.32489783769899,21.8918870457814,NA,0.107030054256981,NA,0.19808903914029,0.315018184661941,1.11017739378974,0.203775722027857,11.4992482915501,NA,NA,NA,4.11965268290972,0.243852739373838,239.956078648437,NA,NA,NA,NA,NA,NA,NA,NA
"081","ZACUALTIPÁN DE ÁNGELES",5.259466399593,0.913207438915968,0.143158588206697,6.56655519340073,1.0301191961774,2.75569185555996,0.908379627862999,3.07930515663149,1.09282847865442,11.6525420912125,5.13516066126096,0.0182902158426422,0.167407784634721,0.728827042410298,0.040687404102317,1.77629702382725,NA,0.516050066035177,0.4568226113586,4.16376401779891,2.58294002957827,0.00274546436485775,NA,1.97856214279531,0.044625870562105,545.182711350326,NA,NA,13.836889127252,NA,NA,NA,NA,NA
"082","ZAPOTLÁN DE JUÁREZ",4.88349509350479,1.04596224929983,0.0473232452195088,2.59278691309781,5.3054204659702,2.79751742259283,NA,5.31382785355315,1.97090026715513,0.338394761094379,8.24341136297515,NA,99.0178509137669,18.8058086153016,11.1765032025967,3.3047724172728,NA,NA,0.272310464744454,2.99894166646064,NA,3.28464605832886,NA,21.1487467554061,0.979047374852362,66.8625052845256,NA,NA,NA,2.70082812011164,NA,NA,NA,NA
"083","ZEMPOALA",3.38795842827853,1.04797446952213,34.5827823206887,2.20737287573713,4.72379694710102,5.83418715097649,0.106482838728856,6.0806958434578,24.9261984344361,0.543229113887443,7.21807803302912,NA,0.364147416705612,1.45806916134792,1.53161012147118,1.67944003938046,94.3512995991914,1.22604804151167,1.23379299885178,3.55308560895584,0.593447943163744,NA,NA,9.18017015120149,0.369111442222173,1.97113325094016,NA,NA,NA,10.349355874491,NA,NA,NA,NA
"084","ZIMAPÁN",2.26553454633706,0.999620693453302,20.8525044014493,1.65019490202695,0.962125154902868,1.21706690998067,0.447693918352222,1.4211819823452,1.6068955373135,2.18710520826617,1.58779395353386,9.93593649425544,0.258260760590095,0.359201620566218,0.721898753793031,0.540453951019998,35.4044544757083,0.723206294269396,0.0413530770387095,2.94028732300043,0.71606205194737,0.0365878009225551,NA,0.300966732967772,0.00549845302531405,0.00830774765321289,NA,NA,6.81949585963082,0.276745173339027,NA,NA,NA,688.053340453919
